DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S1A3
7913234;1;1;1;346.03916421;3
7913234;1;1;1;346.03916421;3
7913236;1;1;1;459.55618783;3
7913236;1;1;1;459.55618783;3
7913247;1;1;1;195.66288979;4
7913250;1;1;1;226.06597967;4
7913250;1;1;1;226.06597967;4
7913251;1;1;1;7.168291229;3
7913251;1;1;1;7.168291229;3
7913263;1;1;1;25.969390495;2
7913263;1;1;1;25.969390495;2
7913269;1;1;1;49.440824902;3
7913269;1;1;1;49.440824902;3
7913284;1;1;1;225.58706029;3
7913284;1;1;1;225.58706029;3
7913321;1;1;1;1434.814944;1
7913321;1;1;1;1434.814944;1
7913326;1;1;1;1542.9798223;2
7913326;2;1;2;1542.9798223;3
7913326;1;1;1;1542.9798223;2
7913326;2;1;2;1542.9798223;3
7913342;1;1;1;10.537164412;3
7913342;2;1;2;10.537164412;4
7913342;1;1;1;10.537164412;3
7913342;2;1;2;10.537164412;4
7913354;1;1;1;109.57452314;2
7913354;1;1;1;109.57452314;2
7913356;1;1;1;239.5578522;3
7913356;2;1;2;239.5578522;4
7913356;3;1;3;239.5578522;5
7913356;1;1;1;239.5578522;3
7913356;2;1;2;239.5578522;4
7913356;3;1;3;239.5578522;5
7913359;1;1;1;145.20157878;3
7913359;1;1;1;145.20157878;3
7913365;1;1;1;24.551717085;2
7913365;1;1;1;24.551717085;2
7913367;1;1;1;8.1174922132;3
7913367;1;1;1;8.1174922132;3
7913371;1;1;1;148.58353082;3
7913371;2;1;2;148.58353082;4
7913371;1;1;1;148.58353082;3
7913371;2;1;2;148.58353082;4
7913372;1;1;1;89.887638363;3
7913372;2;1;2;89.887638363;5
7913372;3;1;3;89.887638363;6
7913372;1;1;1;89.887638363;3
7913372;2;1;2;89.887638363;5
7913372;3;1;3;89.887638363;6
7913390;1;1;1;94.578679686;2
7913390;1;1;1;94.578679686;2
7913395;1;1;1;183.43315199;2
7913395;1;1;1;183.43315199;2
7913423;1;1;1;83.216649687;4
7913423;1;1;1;83.216649687;4
7913424;1;1;1;56.802887748;2
7913424;1;1;1;56.802887748;2
7913429;1;1;1;42.654115657;3
7913429;1;1;1;42.654115657;3
7913445;1;1;1;475.57719138;2
7913445;2;1;2;475.57719138;3
7913445;1;1;1;475.57719138;2
7913445;2;1;2;475.57719138;3
7913449;1;1;1;154.91123552;2
7913449;1;1;1;154.91123552;2
7913482;1;1;1;188.97140965;4
7913482;1;1;1;188.97140965;4
7913502;1;1;1;62.440605863;3
7913502;1;1;1;62.440605863;3
7913504;1;1;1;175.95562804;5
7913504;1;1;1;175.95562804;5
7913513;1;1;1;180.97836892;4
7913513;2;1;2;180.97836892;5
7913513;3;1;3;180.97836892;6
7913513;1;1;1;180.97836892;4
7913513;2;1;2;180.97836892;5
7913513;3;1;3;180.97836892;6
7913524;1;1;1;81.680903146;2
7913524;2;1;2;81.680903146;3
7913524;1;1;1;81.680903146;2
7913524;2;1;2;81.680903146;3
7913535;1;1;1;305.04463763;2
7913535;1;1;1;305.04463763;2
7913551;1;1;1;62.893770841;2
7913551;2;1;2;62.893770841;3
7913551;1;1;1;62.893770841;2
7913551;2;1;2;62.893770841;3
7913557;1;1;1;303.01480164;3
7913557;1;1;1;303.01480164;3
7913574;1;1;1;298.83758243;3
7913574;1;1;1;298.83758243;3
7913581;1;1;1;119.26998287;3
7913581;2;1;2;119.26998287;4
7913581;1;1;1;119.26998287;3
7913581;2;1;2;119.26998287;4
7913593;1;1;1;42.654115657;4
7913593;1;1;1;42.654115657;4
7913649;1;1;1;175.95562804;3
7913649;1;1;1;175.95562804;3
7913658;1;1;1;96.061193368;3
7913658;2;1;2;96.061193368;4
7913658;1;1;1;96.061193368;3
7913658;2;1;2;96.061193368;4
7913670;1;1;1;42.654115657;4
7913670;2;1;2;42.654115657;5
7913670;1;1;1;42.654115657;4
7913670;2;1;2;42.654115657;5
7913688;1;1;1;195.66288979;3
7913688;2;1;2;195.66288979;4
7913688;1;1;1;195.66288979;3
7913688;2;1;2;195.66288979;4
7913689;1;1;1;68.097868938;3
7913689;1;1;1;68.097868938;3
7913698;1;1;1;128.63591056;3
7913698;1;1;1;128.63591056;3
7913710;1;1;1;100.18771912;2
7913710;1;1;1;100.18771912;2
7913725;1;1;1;96.061193368;4
7913725;1;1;1;96.061193368;4
7913736;1;1;1;132.36143073;4
7913747;1;1;1;248.62779573;1
7913747;1;1;1;248.62779573;1
7913748;1;1;1;88.103539622;3
7913748;2;1;2;88.103539622;4
7913748;1;1;1;88.103539622;3
7913748;2;1;2;88.103539622;4
7913753;1;1;1;232.75284164;3
7913753;1;1;1;232.75284164;3
7913773;1;1;1;13.644308917;2
7913773;1;1;1;13.644308917;2
7913788;1;1;1;122.4207272;5
7913788;1;1;1;122.4207272;5
7913842;1;1;1;16.182912111;1
7913842;1;1;1;16.182912111;1
7913865;1;1;1;5.047109966;2
7913865;1;1;1;5.047109966;2
7913874;1;1;1;195.51860047;3
7913874;2;1;2;195.51860047;4
7913887;1;1;1;10.960090433;2
7913887;2;1;2;10.960090433;3
7913887;3;1;3;10.960090433;4
7913887;1;1;1;10.960090433;2
7913887;2;1;2;10.960090433;3
7913887;3;1;3;10.960090433;4
7913944;1;1;1;135.3455856;2
7913944;1;1;1;135.3455856;2
7913945;1;1;1;75.688518997;4
7913945;1;1;1;75.688518997;4
7913958;1;1;1;130.81641298;1
7913958;1;1;1;130.81641298;1
7913960;1;1;1;105.39307626;3
7913960;1;1;1;105.39307626;3
7913985;1;1;1;152.56583937;3
7913985;1;1;1;152.56583937;3
7913991;1;1;1;107.89663607;3
7913991;2;1;2;107.89663607;5
7913991;1;1;1;107.89663607;3
7913991;2;1;2;107.89663607;5
7913995;1;1;1;128.99030172;2
7913995;2;1;2;128.99030172;3
7913995;3;1;3;128.99030172;4
7913995;1;1;1;128.99030172;2
7913995;2;1;2;128.99030172;3
7913995;3;1;3;128.99030172;4
7914026;1;1;1;287.02219648;1
7914026;1;1;1;287.02219648;1
7914027;1;1;1;19.518332468;2
7914027;1;1;1;19.518332468;2
7914049;1;1;1;229.73261247;3
7914049;2;1;2;229.73261247;4
7914049;1;1;1;229.73261247;3
7914049;2;1;2;229.73261247;4
7914054;1;1;1;248.37870875;3
7914054;2;1;2;248.37870875;4
7914054;3;1;3;248.37870875;5
7914054;1;1;1;248.37870875;3
7914054;2;1;2;248.37870875;4
7914054;3;1;3;248.37870875;5
7914058;1;1;1;18.546616549;3
7914058;2;1;2;18.546616549;4
7914058;1;1;1;18.546616549;3
7914058;2;1;2;18.546616549;4
7914063;1;1;1;52.647253642;3
7914063;1;1;1;52.647253642;3
7914081;1;1;1;121.6418778;4
7914081;1;1;1;121.6418778;4
7914085;1;1;1;199.84539171;4
7914085;2;1;2;199.84539171;5
7914085;1;1;1;199.84539171;4
7914085;2;1;2;199.84539171;5
7914088;1;1;1;42.869772336;4
7914088;1;1;1;42.869772336;4
7914104;1;1;1;288.78435539;2
7914104;2;1;2;288.78435539;3
7914104;1;1;1;288.78435539;2
7914104;2;1;2;288.78435539;3
7914111;1;1;1;172.68658992;3
7914111;1;1;1;172.68658992;3
7914131;1;1;1;136.90394785;5
7914131;1;1;1;136.90394785;5
7914141;1;1;1;5.0033391269;2
7914141;2;1;2;5.0033391269;3
7914141;1;1;1;5.0033391269;2
7914141;2;1;2;5.0033391269;3
7914146;1;1;1;16.305791398;1
7914146;1;1;1;16.305791398;1
7914149;1;1;1;11.479888562;3
7914149;2;1;2;11.479888562;4
7914149;1;1;1;11.479888562;3
7914149;2;1;2;11.479888562;4
7914156;1;1;1;126.69389769;3
7914156;1;1;1;126.69389769;3
7914157;1;1;1;134.52161917;4
7914157;1;1;1;134.52161917;4
7914179;1;1;1;269.36195346;6
7914179;2;1;2;269.36195346;8
7914179;3;1;3;269.36195346;9
7914179;1;1;1;269.36195346;6
7914179;2;1;2;269.36195346;8
7914179;3;1;3;269.36195346;9
7914190;1;1;1;102.38406882;2
7914190;1;1;1;102.38406882;2
7914196;1;1;1;215.29613285;3
7914196;2;1;2;215.29613285;4
7914196;3;1;3;215.29613285;5
7914211;1;1;1;216.54673064;3
7914211;2;1;2;216.54673064;4
7914211;3;1;3;216.54673064;5
7914211;4;1;4;216.54673064;6
7914211;1;1;1;216.54673064;3
7914211;2;1;2;216.54673064;4
7914211;3;1;3;216.54673064;5
7914211;4;1;4;216.54673064;6
7914235;1;1;1;137.45365182;3
7914235;2;1;2;137.45365182;4
7914235;1;1;1;137.45365182;3
7914235;2;1;2;137.45365182;4
7914263;1;1;1;87.640738881;2
7914263;2;1;2;87.640738881;2
7914263;1;1;1;87.640738881;2
7914263;2;1;2;87.640738881;2
7914268;1;1;1;146.62825815;5
7914268;1;1;1;146.62825815;5
7914270;1;1;1;80.087647781;5
7914273;1;2;1;28.845220709;2
7914273;1;2;1;28.845220709;2
7914289;1;1;1;27.256139838;3
7914289;1;1;1;27.256139838;3
7914294;1;1;1;215.10271298;3
7914294;2;1;2;215.10271298;4
7914294;3;1;3;215.10271298;5
7914294;1;1;1;215.10271298;3
7914294;2;1;2;215.10271298;4
7914294;3;1;3;215.10271298;5
7914299;1;1;1;167.0151368;3
7914299;2;1;2;167.0151368;4
7914299;1;1;1;167.0151368;3
7914299;2;1;2;167.0151368;4
7914308;1;1;1;289.56147353;3
7914308;2;1;2;289.56147353;4
7914308;1;1;1;289.56147353;3
7914308;2;1;2;289.56147353;4
7914312;1;1;1;165.77730493;5
7914312;1;1;1;165.77730493;5
7914325;1;1;1;253.41797557;1
7914325;1;1;1;253.41797557;1
7914326;1;1;1;247.20665246;2
7914326;1;1;1;247.20665246;2
7914328;1;1;1;274.52930067;3
7914328;1;1;1;274.52930067;3
7914336;1;1;1;142.23705418;2
7914336;1;1;1;142.23705418;2
7914342;1;1;1;157.94334816;5
7914342;1;1;1;157.94334816;5
7914376;1;1;1;152.4363839;2
7914376;1;1;1;152.4363839;2
7914380;1;1;1;18.020307825;3
7914398;1;1;1;126.50349521;5
7914398;2;1;2;126.50349521;6
7914398;2;1;2;126.50349521;6
7914398;1;1;1;126.50349521;5
7914438;1;1;1;3.5467121668;2
7914438;1;1;1;3.5467121668;2
7914444;1;1;1;321.88436075;2
7914444;1;1;1;321.88436075;2
7914450;1;1;1;439.23199193;1
7914450;2;1;2;439.23199193;2
7914450;1;1;1;439.23199193;1
7914450;2;1;2;439.23199193;2
7914450;1;2;1;439.23199193;1
7914450;2;2;2;439.23199193;2
7914450;1;2;1;439.23199193;1
7914450;2;2;2;439.23199193;2
7914453;1;1;1;176.77181464;4
7914453;1;1;1;176.77181464;4
7914481;1;1;1;68.036677481;2
7914481;2;1;2;68.036677481;3
7914481;1;1;1;68.036677481;2
7914481;2;1;2;68.036677481;3
7914499;1;1;1;61.067243287;4
7914506;1;1;1;171.24504637;2
7914506;2;1;2;171.24504637;3
7914506;1;1;1;171.24504637;2
7914506;2;1;2;171.24504637;3
7914510;1;1;1;2.5620323005;5
7914510;1;1;1;2.5620323005;5
7914521;1;1;1;83.226333551;3
7914521;1;1;1;83.226333551;3
7914532;1;1;1;4.5088451154;3
7914532;1;1;1;4.5088451154;3
7914535;1;1;1;274.29876044;2
7914535;1;1;1;274.29876044;2
7914580;1;1;1;71.362637497;2
7914580;1;1;1;71.362637497;2
7914590;1;1;1;104.4243072;3
7914590;1;1;1;104.4243072;3
7914593;1;1;1;225.62923166;5
7914593;1;1;1;225.62923166;5
7914597;1;1;1;110.31511789;4
7914597;2;1;2;110.31511789;5
7914597;1;1;1;110.31511789;4
7914597;2;1;2;110.31511789;5
7914598;1;1;1;20.238203461;2
7914598;1;1;1;20.238203461;2
7914626;1;1;1;230.66601259;1
7914626;1;1;1;230.66601259;1
7914629;1;1;1;4.0888929609;3
7914629;2;1;2;4.0888929609;4
7914629;1;1;1;4.0888929609;3
7914629;2;1;2;4.0888929609;4
7919222;1;1;1;398.48485174;2
7919222;2;1;2;398.48485174;3
7919222;1;1;1;398.48485174;2
7919222;2;1;2;398.48485174;3
7919241;1;1;1;194.0260293;3
7919241;1;1;1;194.0260293;3
7919271;1;1;1;164.13056631;2
7919271;1;1;1;164.13056631;2
7919275;1;1;1;190.84187077;3
7919275;2;1;2;190.84187077;4
7919275;3;1;3;190.84187077;5
7919275;1;1;1;190.84187077;3
7919275;2;1;2;190.84187077;4
7919275;3;1;3;190.84187077;5
7919282;1;1;1;101.3178623;2
7919282;1;1;1;101.3178623;2
7919292;1;1;1;129.75142079;2
7919292;1;1;1;129.75142079;2
7919305;1;1;1;74.179438487;4
7919305;1;1;1;74.179438487;4
7919357;1;1;1;78.613266956;3
7919357;1;1;1;78.613266956;3
7919368;1;1;1;5.830549649;2
7919368;1;1;1;5.830549649;2
7919372;1;1;1;36.330068028;3
7919372;1;1;1;36.330068028;3
7919374;1;1;1;64.170223049;3
7919374;2;1;2;64.170223049;4
7919374;1;1;1;64.170223049;3
7919374;2;1;2;64.170223049;4
7919390;1;1;1;92.599687113;3
7919390;2;1;2;92.599687113;5
7919390;1;1;1;92.599687113;3
7919390;2;1;2;92.599687113;5
7919394;1;1;1;118.42526469;6
7919394;1;1;1;118.42526469;6
7919413;1;1;1;95.368898899;4
7919413;1;1;1;95.368898899;4
7919422;1;1;1;425.65759765;2
7919422;1;1;1;425.65759765;2
7919435;1;1;1;408.72941363;2
7919435;2;1;2;408.72941363;3
7919435;1;1;1;408.72941363;2
7919435;2;1;2;408.72941363;3
7919441;1;1;1;68.60342998;3
7919441;2;1;2;68.60342998;4
7919441;1;1;1;68.60342998;3
7919441;2;1;2;68.60342998;4
7919448;1;1;1;42.020815267;4
7919448;1;1;1;42.020815267;4
7919492;1;1;1;43.339375066;3
7919496;1;1;1;9.6859510692;4
7919496;2;1;2;9.6859510692;5
7919503;1;1;1;450.05282937;4
7919503;2;1;2;450.05282937;5
7919503;1;1;1;450.05282937;4
7919503;2;1;2;450.05282937;5
7919515;1;1;1;190.84187077;4
7919515;2;1;2;190.84187077;5
7919515;1;1;1;190.84187077;4
7919515;2;1;2;190.84187077;5
7919522;1;1;1;29.901244246;4
7919522;1;1;1;29.901244246;4
7919532;1;1;1;72.961187568;3
7919532;2;1;2;72.961187568;5
7919532;1;1;1;72.961187568;3
7919532;2;1;2;72.961187568;5
7919535;1;1;1;314.51162605;4
7919535;1;1;1;314.51162605;4
7919548;1;1;1;37.164895742;3
7919548;1;1;1;37.164895742;3
7919558;1;1;1;302.86678378;4
7919558;1;1;1;302.86678378;4
7919567;1;1;1;20.985065475;3
7919567;2;1;2;20.985065475;4
7919567;1;1;1;20.985065475;3
7919567;2;1;2;20.985065475;4
7919570;1;1;1;305.88662046;3
7919570;2;1;2;305.88662046;4
7919570;1;1;1;305.88662046;3
7919570;2;1;2;305.88662046;4
7919576;1;1;1;56.601443563;2
7919576;1;1;1;56.601443563;2
7919591;1;1;1;155.33138092;3
7919591;1;1;1;155.33138092;3
7919599;1;1;1;76.464633128;2
7919599;1;1;1;76.464633128;2
7919601;1;1;1;18.743967083;3
7919601;1;1;1;18.743967083;3
7919605;1;1;1;132.24541514;2
7919605;2;1;2;132.24541514;3
7919605;1;1;1;132.24541514;2
7919605;2;1;2;132.24541514;3
7919608;1;1;1;191.90120349;4
7919608;1;1;1;191.90120349;4
7919609;1;1;1;122.4596642;2
7919609;2;1;2;122.4596642;3
7919609;1;1;1;122.4596642;2
7919609;2;1;2;122.4596642;3
7919611;1;1;1;109.15670501;2
7919611;2;1;2;109.15670501;3
7919611;3;1;3;109.15670501;4
7919611;1;1;1;109.15670501;2
7919611;2;1;2;109.15670501;3
7919611;3;1;3;109.15670501;4
7919612;1;1;1;167.40257871;3
7919612;2;1;2;167.40257871;4
7919612;3;1;3;167.40257871;5
7919612;1;1;1;167.40257871;3
7919612;2;1;2;167.40257871;4
7919612;3;1;3;167.40257871;5
7919613;1;1;1;132.24541514;2
7919613;2;1;2;132.24541514;3
7919613;1;1;1;132.24541514;2
7919613;2;1;2;132.24541514;3
7919651;1;1;1;47.710467693;3
7919651;2;1;2;47.710467693;4
7919651;1;1;1;47.710467693;3
7919651;2;1;2;47.710467693;4
7919661;1;1;1;94.396714916;3
7919661;2;1;2;94.396714916;4
7919661;3;1;3;94.396714916;5
7919661;1;1;1;94.396714916;3
7919661;2;1;2;94.396714916;4
7919661;3;1;3;94.396714916;5
7919666;1;1;1;484.3494479;2
7919666;2;1;2;484.3494479;3
7919666;1;1;1;484.3494479;2
7919666;2;1;2;484.3494479;3
7919677;1;1;1;190.84187077;4
7919677;2;1;2;190.84187077;5
7919677;3;1;3;190.84187077;6
7919677;1;1;1;190.84187077;4
7919677;2;1;2;190.84187077;5
7919677;3;1;3;190.84187077;6
7919692;1;1;1;200.74158664;3
7919692;2;1;2;200.74158664;4
7919692;1;1;1;200.74158664;3
7919692;2;1;2;200.74158664;4
7919696;1;1;1;147.19071924;3
7919696;1;1;1;147.19071924;3
7919698;1;1;1;264.57367959;2
7919698;2;1;2;264.57367959;3
7919698;1;1;1;264.57367959;2
7919698;2;1;2;264.57367959;3
7919746;1;1;1;247.88141624;3
7919746;2;1;2;247.88141624;4
7919746;1;1;1;247.88141624;3
7919746;2;1;2;247.88141624;4
7919762;1;1;1;240.88990396;3
7919762;2;1;2;240.88990396;4
7919762;1;1;1;240.88990396;3
7919762;2;1;2;240.88990396;4
7919766;1;1;1;8.3452776154;2
7919766;1;1;1;8.3452776154;2
7919773;1;1;1;19.921073866;1
7919773;2;1;2;19.921073866;2
7919773;1;1;1;19.921073866;1
7919773;2;1;2;19.921073866;2
7919801;1;1;1;734.65779313;3
7919801;2;1;2;734.65779313;4
7919801;1;1;1;734.65779313;3
7919801;2;1;2;734.65779313;4
7919813;1;1;1;202.38997744;3
7919813;1;1;1;202.38997744;3
7919833;1;1;1;446.34944263;1
7919833;1;1;1;446.34944263;1
7919841;1;1;1;77.167957906;2
7919841;1;1;1;77.167957906;2
7919846;1;1;1;263.21821634;5
7919846;1;1;1;263.21821634;5
7919847;1;1;1;112.70893434;3
7919847;1;1;1;112.70893434;3
7919851;1;1;1;162.81143439;3
7919851;2;1;2;162.81143439;4
7919851;1;1;1;162.81143439;3
7919851;2;1;2;162.81143439;4
7919854;1;1;1;259.52937315;3
7919855;1;1;1;7.0469198549;1
7919855;1;1;1;7.0469198549;1
7919870;1;1;1;125.85064023;1
7919870;1;1;1;125.85064023;1
7919874;1;1;1;176.49861698;3
7919874;2;1;2;176.49861698;4
7919874;1;1;1;176.49861698;3
7919874;2;1;2;176.49861698;4
7919882;1;1;1;83.712904743;3
7919882;1;1;1;83.712904743;3
7919889;1;1;1;64.676875175;2
7919889;1;1;1;64.676875175;2
7919895;1;1;1;122.2760682;1
7919899;1;1;1;211.98555541;2
7919899;1;1;1;211.98555541;2
7919901;1;1;1;395.28693374;2
7919901;2;1;2;395.28693374;3
7919901;1;1;1;395.28693374;2
7919901;2;1;2;395.28693374;3
7919902;1;1;1;202.33714413;3
7919902;1;1;1;202.33714413;3
7919911;1;1;1;671.65674794;2
7919911;2;1;2;671.65674794;3
7919911;1;1;1;671.65674794;2
7919911;2;1;2;671.65674794;3
7919922;1;1;1;296.33749317;7
7919922;2;1;2;296.33749317;8
7919922;1;1;1;296.33749317;7
7919922;2;1;2;296.33749317;8
7919929;1;1;1;58.842852852;2
7919929;2;1;2;58.842852852;3
7919929;1;1;1;58.842852852;2
7919929;2;1;2;58.842852852;3
7919935;1;1;1;70.047114586;2
7919935;1;1;1;70.047114586;2
7919940;1;1;1;119.00471976;3
7919940;1;1;1;119.00471976;3
7919955;1;1;1;84.054290938;3
7919955;2;1;2;84.054290938;5
7919955;1;1;1;84.054290938;3
7919955;2;1;2;84.054290938;5
7919993;1;1;1;131.45442085;2
7920001;1;1;1;72.473767677;3
7920001;1;1;1;72.473767677;3
7920010;1;1;1;9.4935291685;3
7920010;2;1;2;9.4935291685;4
7920010;1;1;1;9.4935291685;3
7920010;2;1;2;9.4935291685;4
7920051;1;1;1;460.35815079;5
7920051;1;1;1;460.35815079;5
7920081;1;1;1;109.37423868;2
7920081;1;1;1;109.37423868;2
7920089;1;1;1;108.24900924;3
7920089;1;1;1;108.24900924;3
7920098;1;1;1;418.58626984;1
7920098;1;1;1;418.58626984;1
7920101;1;1;1;9.0788228946;1
7920101;2;1;2;9.0788228946;6
7920101;1;1;1;9.0788228946;1
7920101;2;1;2;9.0788228946;6
7920105;1;1;1;359.7614339;2
7920105;1;1;1;359.7614339;2
7920125;1;1;1;92.347266739;2
7920125;2;1;2;92.347266739;3
7920125;1;1;1;92.347266739;2
7920125;2;1;2;92.347266739;3
7920126;1;1;1;120.07613225;3
7920126;2;1;2;120.07613225;4
7920126;3;1;3;120.07613225;5
7920126;1;1;1;120.07613225;3
7920126;2;1;2;120.07613225;4
7920126;3;1;3;120.07613225;5
7920129;1;1;1;108.24938989;1
7920129;1;1;1;108.24938989;1
7920136;1;1;1;56.000907472;4
7920136;1;1;1;56.000907472;4
7920144;1;1;1;384.53239661;2
7920146;1;1;1;143.43282813;4
7920146;2;1;2;143.43282813;5
7920146;3;1;3;143.43282813;5
7920146;1;1;1;143.43282813;4
7920146;2;1;2;143.43282813;5
7920146;3;1;3;143.43282813;5
7920149;1;1;1;9.0457452289;1
7920181;1;1;1;118.74482026;3
7920181;1;1;1;118.74482026;3
7920183;1;1;1;99.507089142;2
7920183;1;1;1;99.507089142;2
7920184;1;1;1;91.660560626;3
7920184;2;1;2;91.660560626;4
7920184;1;1;1;91.660560626;3
7920184;2;1;2;91.660560626;4
7920204;1;1;1;141.81003752;3
7920204;2;1;2;141.81003752;4
7920204;3;1;3;141.81003752;5
7920204;1;1;1;141.81003752;3
7920204;2;1;2;141.81003752;4
7920204;3;1;3;141.81003752;5
7920213;1;1;1;236.98957852;1
7920213;1;1;1;236.98957852;1
7920246;1;1;1;161.98605141;3
7920246;2;1;2;161.98605141;4
7920246;1;1;1;161.98605141;3
7920246;2;1;2;161.98605141;4
7920249;1;1;1;589.28562038;1
7920249;1;1;1;589.28562038;1
7920254;1;1;1;129.93816966;3
7920254;2;1;2;129.93816966;2
7920254;1;1;1;129.93816966;3
7920254;2;1;2;129.93816966;2
7920261;1;1;1;142.36349285;2
7920261;1;1;1;142.36349285;2
7920272;1;1;1;149.4207116;4
7920272;1;1;1;149.4207116;4
7920277;1;1;1;95.732449097;3
7920277;2;1;2;95.732449097;5
7920277;1;1;1;95.732449097;3
7920277;2;1;2;95.732449097;5
7920288;1;1;1;123.66015966;3
7920288;1;1;1;123.66015966;3
7920344;1;1;1;91.721056316;2
7920344;1;1;1;91.721056316;2
7920355;1;1;1;134.16606676;1
7920355;2;1;2;134.16606676;2
7920355;1;1;1;134.16606676;1
7920355;2;1;2;134.16606676;2
7920365;1;1;1;58.676984019;2
7920365;1;1;1;58.676984019;2
7920374;1;1;1;119.92351076;3
7920374;1;1;1;119.92351076;3
7920387;1;1;1;138.65702628;1
7920387;1;1;1;138.65702628;1
7920414;1;1;1;160.53469131;3
7920414;1;1;1;160.53469131;3
7920415;1;1;1;26.237416145;1
7920415;1;1;1;26.237416145;1
7920443;1;1;1;59.479034699;2
7920443;2;1;2;59.479034699;3
7920443;1;1;1;59.479034699;2
7920443;2;1;2;59.479034699;3
7920449;1;1;1;287.05529181;3
7920449;1;1;1;287.05529181;3
7920466;1;1;1;74.359730348;3
7920466;2;1;2;74.359730348;4
7920466;1;1;1;74.359730348;3
7920466;2;1;2;74.359730348;4
7920468;1;1;1;58.589520741;2
7920468;1;1;1;58.589520741;2
7920484;1;1;1;192.74994934;2
7920484;1;1;1;192.74994934;2
7920486;1;1;1;85.581154042;5
7920486;1;1;1;85.581154042;5
7920503;1;1;1;229.23110003;2
7920503;2;1;2;229.23110003;3
7920503;1;1;1;229.23110003;2
7920503;2;1;2;229.23110003;3
7920511;1;1;1;301.36777449;2
7920511;1;1;1;301.36777449;2
7920515;1;1;1;327.16896695;2
7920515;1;1;1;327.16896695;2
7920523;1;1;1;69.149800992;1
7920523;1;1;1;69.149800992;1
7920541;1;1;1;99.599198897;1
7920541;1;1;1;99.599198897;1
7920564;1;1;1;71.046962513;3
7920564;1;1;1;71.046962513;3
7920618;1;1;1;22.894429459;5
7920618;2;1;2;22.894429459;6
7920618;1;1;1;22.894429459;5
7920618;2;1;2;22.894429459;6
7920619;1;1;1;38.329674201;3
7920619;2;1;2;38.329674201;4
7920619;1;1;1;38.329674201;3
7920619;2;1;2;38.329674201;4
7920651;1;1;1;5.8354071324;2
7920651;1;1;1;5.8354071324;2
7920665;1;1;1;14.542408917;2
7920665;1;1;1;14.542408917;2
7920666;1;1;1;447.61219616;2
7920666;1;1;1;447.61219616;2
7920721;1;1;1;23.437979581;3
7920721;2;1;2;23.437979581;4
7920721;1;1;1;23.437979581;3
7920721;2;1;2;23.437979581;4
7920725;1;1;1;366.45304295;5
7920725;1;1;1;366.45304295;5
7920730;1;1;1;292.66680938;2
7920730;2;1;2;292.66680938;3
7920730;1;1;1;292.66680938;2
7920730;2;1;2;292.66680938;3
7920746;1;1;1;317.09389713;2
7920746;2;1;2;317.09389713;3
7920746;3;1;3;317.09389713;4
7920746;1;1;1;317.09389713;2
7920746;2;1;2;317.09389713;3
7920746;3;1;3;317.09389713;4
7920756;1;1;1;122.76913944;2
7920756;2;1;2;122.76913944;3
7920756;1;1;1;122.76913944;2
7920756;2;1;2;122.76913944;3
7920775;1;1;1;431.91465993;2
7920778;1;1;1;424.94065164;4
7920778;2;1;2;424.94065164;5
7920778;3;1;3;424.94065164;6
7920778;1;1;1;424.94065164;4
7920778;2;1;2;424.94065164;5
7920778;3;1;3;424.94065164;6
7920779;1;1;1;263.74492472;4
7920785;1;1;1;207.31381469;4
7920785;1;1;1;207.31381469;4
7920788;1;1;1;1234.3838579;3
7920788;1;1;1;1234.3838579;3
7920796;1;1;1;191.57243578;2
7920796;1;1;1;191.57243578;2
7920812;1;1;1;1252.0090499;2
7920812;2;1;2;1252.0090499;3
7920812;3;1;3;1252.0090499;4
7920812;1;1;1;1252.0090499;2
7920812;2;1;2;1252.0090499;3
7920812;3;1;3;1252.0090499;4
7920838;1;1;1;7.0639138971;3
7920838;1;1;1;7.0639138971;3
7920856;1;1;1;71.32164477;2
7920860;1;1;1;293.10436299;1
7920860;1;1;1;293.10436299;1
7920867;1;1;1;689.06629639;3
7920867;2;1;2;689.06629639;5
7920867;1;1;1;689.06629639;3
7920867;2;1;2;689.06629639;5
7920868;1;1;1;186.12679908;3
7920868;1;1;1;186.12679908;3
7920871;1;1;1;211.0383408;2
7920871;2;1;2;211.0383408;3
7920871;1;1;1;211.0383408;2
