DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S1A3
7924498;2;1;2;322.80420047;4
7924498;3;1;3;322.80420047;5
7924498;4;1;4;322.80420047;6
7924498;5;1;5;322.80420047;7
7924498;6;1;6;322.80420047;8
7924498;1;1;1;322.80420047;3
7924498;2;1;2;322.80420047;4
7924498;3;1;3;322.80420047;5
7924498;4;1;4;322.80420047;6
7924498;5;1;5;322.80420047;7
7924498;6;1;6;322.80420047;8
7924501;1;1;1;644.33153583;2
7924501;2;1;2;644.33153583;3
7924501;1;1;1;644.33153583;2
7924501;2;1;2;644.33153583;3
7924508;1;1;1;132.28410294;3
7924508;2;1;2;132.28410294;4
7924508;1;1;1;132.28410294;3
7924508;2;1;2;132.28410294;4
7924510;1;1;1;114.33684686;2
7924510;1;1;1;114.33684686;2
7924511;1;1;1;113.35985395;2
7924511;2;1;2;113.35985395;1
7924511;1;1;1;113.35985395;2
7924511;2;1;2;113.35985395;1
7924518;1;1;1;192.53647626;3
7924518;1;1;1;192.53647626;3
7924521;1;1;1;1252.0090499;2
7924521;1;1;1;1252.0090499;2
7924544;1;1;1;32.797281685;2
7924544;2;1;2;32.797281685;3
7924544;3;1;3;32.797281685;4
7924544;4;1;4;32.797281685;5
7924544;5;1;5;32.797281685;6
7924544;1;1;1;32.797281685;2
7924544;2;1;2;32.797281685;3
7924544;3;1;3;32.797281685;4
7924544;4;1;4;32.797281685;5
7924544;5;1;5;32.797281685;6
7924545;1;1;1;89.762608149;4
7924545;1;1;1;89.762608149;4
7924550;1;1;1;162.95174104;2
7924550;2;1;2;162.95174104;3
7924550;1;1;1;162.95174104;2
7924550;2;1;2;162.95174104;3
7924554;1;1;1;509.06231092;2
7924554;2;1;2;509.06231092;3
7924554;1;1;1;509.06231092;2
7924554;2;1;2;509.06231092;3
7924565;1;1;1;248.0605198;3
7924565;2;1;2;248.0605198;4
7924565;3;1;3;248.0605198;5
7924631;1;1;1;9.3068802564;2
7924631;2;1;2;9.3068802564;3
7924631;1;1;1;9.3068802564;2
7924631;2;1;2;9.3068802564;3
7924723;1;1;1;57.15679873;3
7924723;2;1;2;57.15679873;4
7924723;1;1;1;57.15679873;3
7924723;2;1;2;57.15679873;4
7924727;1;1;1;84.060202966;3
7924727;1;1;1;84.060202966;3
7924756;1;1;1;112.76441693;3
7924756;1;1;1;112.76441693;3
7924758;1;1;1;219.27838701;4
7924758;2;1;2;219.27838701;5
7924758;1;1;1;219.27838701;4
7924758;2;1;2;219.27838701;5
7924761;1;1;1;6.63828155;3
7924761;1;1;1;6.63828155;3
7924786;1;1;1;330.03716152;3
7924792;1;1;1;163.87229315;3
7924792;2;1;2;163.87229315;6
7924792;1;1;1;163.87229315;3
7924792;2;1;2;163.87229315;6
7924795;1;1;1;133.21273651;3
7924795;1;1;1;133.21273651;3
7924808;1;1;1;162.9051314;4
7924808;1;1;1;162.9051314;4
7924811;1;1;1;254.00001078;3
7924811;1;1;1;254.00001078;3
7924813;1;1;1;215.51766621;4
7924813;1;1;1;215.51766621;4
7924831;1;1;1;123.29542179;1
7924831;1;1;1;123.29542179;1
7924832;1;1;1;87.748478989;4
7924832;1;1;1;87.748478989;4
7924833;1;1;1;165.4238182;3
7924833;1;1;1;165.4238182;3
7924836;1;1;1;123.4322385;3
7924836;1;1;1;123.4322385;3
7924855;1;1;1;112.88642476;3
7924855;1;1;1;112.88642476;3
7924859;1;1;1;97.811091758;3
7924859;1;1;1;97.811091758;3
7924869;1;1;1;116.67358414;3
7924869;2;1;2;116.67358414;4
7924869;1;1;1;116.67358414;3
7924869;2;1;2;116.67358414;4
7924870;1;1;1;287.20181849;4
7924870;1;1;1;287.20181849;4
7924876;1;1;1;252.66064975;3
7924876;1;1;1;252.66064975;3
7924883;1;1;1;57.902906527;3
7924883;1;1;1;57.902906527;3
7924897;1;1;1;65.515106562;3
7924897;2;1;2;65.515106562;4
7924899;1;1;1;136.77914207;2
7924899;1;1;1;136.77914207;2
7924915;1;1;1;161.46912557;1
7924915;1;1;1;161.46912557;1
7924923;1;1;1;28.191104232;3
7924923;1;1;1;28.191104232;3
7924926;1;1;1;294.37311675;7
7924926;1;1;1;294.37311675;7
7924927;1;1;1;192.65986444;1
7924927;1;1;1;192.65986444;1
7924948;1;1;1;94.590478873;2
7924948;1;1;1;94.590478873;2
7924958;1;1;1;103.92921707;2
7924958;1;1;1;103.92921707;2
7924966;1;1;1;18.485201363;5
7924966;1;1;1;18.485201363;5
7924986;1;1;1;214.5128567;1
7924986;1;1;1;214.5128567;1
7925003;1;1;1;12.876551349;1
7925003;1;1;1;12.876551349;1
7925007;1;1;1;270.24879676;3
7925007;2;1;2;270.24879676;4
7925007;1;1;1;270.24879676;3
7925007;2;1;2;270.24879676;4
7925015;1;1;1;214.08351026;2
7925015;2;1;2;214.08351026;3
7925015;1;1;1;214.08351026;2
7925015;2;1;2;214.08351026;3
7925024;1;1;1;126.65897923;4
7925024;1;1;1;126.65897923;4
7925033;1;1;1;10.225575109;3
7925033;1;1;1;10.225575109;3
7925046;1;1;1;64.645658551;5
7925046;2;1;2;64.645658551;6
7925046;1;1;1;64.645658551;5
7925046;2;1;2;64.645658551;6
7925067;1;1;1;85.565694373;4
7925067;1;1;1;85.565694373;4
7925070;1;1;1;107.06850855;3
7925070;1;1;1;107.06850855;3
7925072;1;1;1;18.489308583;4
7925072;2;1;2;18.489308583;5
7925072;1;1;1;18.489308583;4
7925072;2;1;2;18.489308583;5
7925077;1;1;1;9.4264490561;3
7925077;2;1;2;9.4264490561;4
7925077;3;1;3;9.4264490561;8
7925077;1;1;1;9.4264490561;3
7925077;2;1;2;9.4264490561;4
7925077;3;1;3;9.4264490561;8
7925078;1;1;1;301.01890648;3
7925078;2;1;2;301.01890648;4
7925078;1;1;1;301.01890648;3
7925078;2;1;2;301.01890648;4
7925107;1;1;1;76.863695644;2
7925107;2;1;2;76.863695644;3
7925107;3;1;3;76.863695644;4
7925107;1;1;1;76.863695644;2
7925107;2;1;2;76.863695644;3
7925107;3;1;3;76.863695644;4
7925122;1;1;1;58.676984019;2
7925122;2;1;2;58.676984019;3
7925122;3;1;3;58.676984019;4
7925122;1;1;1;58.676984019;2
7925122;2;1;2;58.676984019;3
7925122;3;1;3;58.676984019;4
7925126;1;1;1;69.80104862;2
7925126;2;1;2;69.80104862;3
7925126;1;1;1;69.80104862;2
7925126;2;1;2;69.80104862;3
7925133;1;1;1;64.577101669;3
7925133;1;1;1;64.577101669;3
7925135;1;1;1;327.25600512;3
7925135;1;1;1;327.25600512;3
7925139;1;1;1;63.446270898;2
7925139;1;1;1;63.446270898;2
7925141;1;1;1;83.52318217;5
7925141;1;1;1;83.52318217;5
7925144;1;1;1;233.51186951;2
7925144;1;1;1;233.51186951;2
7925155;1;1;1;85.190798352;4
7925155;1;1;1;85.190798352;4
7925162;1;1;1;19.347645521;6
7925162;1;1;1;19.347645521;6
7925168;1;1;1;112.24134434;3
7925168;2;1;2;112.24134434;3
7925168;3;1;3;112.24134434;4
7925168;4;1;4;112.24134434;5
7925168;5;1;5;112.24134434;6
7925168;1;1;1;112.24134434;3
7925168;2;1;2;112.24134434;3
7925168;3;1;3;112.24134434;4
7925168;4;1;4;112.24134434;5
7925168;5;1;5;112.24134434;6
7925193;1;1;1;60.118125;3
7925193;2;1;2;60.118125;4
7925193;1;1;1;60.118125;3
7925193;2;1;2;60.118125;4
7925203;1;1;1;136.43219968;3
7925203;2;1;2;136.43219968;4
7925203;1;1;1;136.43219968;3
7925203;2;1;2;136.43219968;4
7925233;1;1;1;10.222612052;4
7925233;1;1;1;10.222612052;4
7925254;1;1;1;132.83436528;3
7925254;2;1;2;132.83436528;4
7925254;1;1;1;132.83436528;3
7925254;2;1;2;132.83436528;4
7925309;1;1;1;238.73553773;3
7925309;2;1;2;238.73553773;4
7925309;3;1;3;238.73553773;5
7925309;1;1;1;238.73553773;3
7925309;2;1;2;238.73553773;4
7925309;3;1;3;238.73553773;5
7925317;1;1;1;148.1099343;3
7925317;1;1;1;148.1099343;3
7925327;1;1;1;181.4823866;2
7925327;1;1;1;181.4823866;2
7925346;1;1;1;421.98281943;2
7925346;2;1;2;421.98281943;3
7925346;1;1;1;421.98281943;2
7925346;2;1;2;421.98281943;3
7925347;1;1;1;111.53675626;3
7925347;2;1;2;111.53675626;4
7925347;1;1;1;111.53675626;3
7925347;2;1;2;111.53675626;4
7925397;1;1;1;126.02509943;2
7925397;1;1;1;126.02509943;2
7925412;1;1;1;510.06853933;3
7925412;1;1;1;510.06853933;3
7925415;1;1;1;123.67716615;2
7925415;2;1;2;123.67716615;3
7925415;1;1;1;123.67716615;2
7925415;2;1;2;123.67716615;3
7925417;1;1;1;485.12892803;3
7925417;2;1;2;485.12892803;4
7925417;1;1;1;485.12892803;3
7925417;2;1;2;485.12892803;4
7925420;1;1;1;69.964383025;3
7925420;2;1;2;69.964383025;4
7925420;1;1;1;69.964383025;3
7925420;2;1;2;69.964383025;4
7925422;1;1;1;88.076314795;5
7925422;2;1;2;88.076314795;6
7925422;1;1;1;88.076314795;5
7925422;2;1;2;88.076314795;6
7925425;1;1;1;32.532194524;1
7925425;1;1;1;32.532194524;1
7925428;1;1;1;111.1494473;3
7925428;2;1;2;111.1494473;4
7925428;1;1;1;111.1494473;3
7925428;2;1;2;111.1494473;4
7925438;1;1;1;110.56132268;2
7925438;2;1;2;110.56132268;3
7925438;1;1;1;110.56132268;2
7925438;2;1;2;110.56132268;3
7925452;1;1;1;108.23492801;2
7925452;2;1;2;108.23492801;3
7925452;1;1;1;108.23492801;2
7925452;2;1;2;108.23492801;3
7925490;1;1;1;125.90884989;4
7925490;2;1;2;125.90884989;5
7925490;1;1;1;125.90884989;4
7925490;2;1;2;125.90884989;5
7925504;1;1;1;124.8599855;1
7925504;1;1;1;124.8599855;1
7925520;1;1;1;12.876551349;1
7925520;1;1;1;12.876551349;1
7925529;1;1;1;113.65242171;3
7925529;1;1;1;113.65242171;3
7925550;1;1;1;365.1283351;3
7925550;1;1;1;365.1283351;3
7925552;1;1;1;173.22504;2
7925552;1;1;1;173.22504;2
7925553;1;1;1;102.56867611;3
7925553;1;1;1;102.56867611;3
7925576;1;1;1;77.339079475;3
7925576;2;1;2;77.339079475;4
7925576;1;1;1;77.339079475;3
7925576;2;1;2;77.339079475;4
7925578;1;1;1;132.26390885;3
7925578;2;1;2;132.26390885;4
7925578;3;1;3;132.26390885;5
7925578;4;1;4;132.26390885;6
7925578;1;1;1;132.26390885;3
7925578;2;1;2;132.26390885;4
7925578;3;1;3;132.26390885;5
7925578;4;1;4;132.26390885;6
7925647;1;1;1;120.74714158;4
7925647;1;1;1;120.74714158;4
7925661;1;1;1;89.457011136;3
7925661;1;1;1;89.457011136;3
7925663;1;1;1;67.764583837;2
7925663;1;1;1;67.764583837;2
7925684;1;1;1;167.2103259;3
7925684;1;1;1;167.2103259;3
7925703;1;1;1;17.813769897;3
7925703;1;1;1;17.813769897;3
7925710;1;1;1;92.347266739;2
7925710;1;1;1;92.347266739;2
7925739;1;1;1;57.310633706;3
7925739;1;1;1;57.310633706;3
7925753;1;1;1;59.023932319;3
7925753;2;1;2;59.023932319;4
7925753;1;1;1;59.023932319;3
7925753;2;1;2;59.023932319;4
7925777;1;1;1;95.521653175;3
7925777;2;1;2;95.521653175;4
7925777;1;1;1;95.521653175;3
7925777;2;1;2;95.521653175;4
7925787;1;1;1;272.11993626;3
7925787;1;1;1;272.11993626;3
7925807;1;1;1;142.78452859;1
7925807;1;1;1;142.78452859;1
7925826;1;1;1;85.332410767;1
7925826;1;1;1;85.332410767;1
7925842;1;1;1;65.929018274;2
7925842;1;1;1;65.929018274;2
7925866;1;1;1;41.821367109;3
7925866;2;1;2;41.821367109;4
7925866;1;1;1;41.821367109;3
7925866;2;1;2;41.821367109;4
7925875;1;1;1;338.78496354;4
7925875;2;1;2;338.78496354;5
7925875;3;1;3;338.78496354;6
7925875;4;1;4;338.78496354;7
7925875;1;1;1;338.78496354;4
7925875;2;1;2;338.78496354;5
7925875;3;1;3;338.78496354;6
7925875;4;1;4;338.78496354;7
7925881;1;1;1;109.78894942;3
7925881;2;1;2;109.78894942;4
7925881;1;1;1;109.78894942;3
7925881;2;1;2;109.78894942;4
7925886;1;1;1;231.103718;3
7925886;2;1;2;231.103718;4
7925886;1;1;1;231.103718;3
7925886;2;1;2;231.103718;4
7925889;1;1;1;222.81063856;2
7925889;1;1;1;222.81063856;2
7925898;1;1;1;30.00858711;2
7925898;2;1;2;30.00858711;3
7925898;1;1;1;30.00858711;2
7925898;2;1;2;30.00858711;3
7925927;1;1;1;75.134392045;3
7925927;2;1;2;75.134392045;4
7925927;1;1;1;75.134392045;3
7925927;2;1;2;75.134392045;4
7925935;1;1;1;36.05000114;3
7925935;1;1;1;36.05000114;3
7925948;1;1;1;1704.9944474;4
7925948;1;1;1;1704.9944474;4
7925950;1;1;1;42.600210742;1
7925950;1;1;1;42.600210742;1
7925973;1;1;1;53.320341847;4
7925973;1;1;1;53.320341847;4
7925975;1;1;1;143.82959513;3
7925975;2;1;2;143.82959513;4
7925975;1;1;1;143.82959513;3
7925975;2;1;2;143.82959513;4
7925979;1;1;1;128.21071733;3
7925979;1;1;1;128.21071733;3
7925982;1;1;1;96.061193368;3
7925982;1;1;1;96.061193368;3
7925987;1;1;1;105.77878022;2
7925987;1;1;1;105.77878022;2
7925999;1;1;1;216.90907498;2
7925999;2;1;2;216.90907498;3
7925999;1;1;1;216.90907498;2
7925999;2;1;2;216.90907498;3
7926001;1;1;1;127.66734633;3
7926001;2;1;2;127.66734633;4
7926001;1;1;1;127.66734633;3
7926001;2;1;2;127.66734633;4
7926009;1;1;1;48.432910155;3
7926009;2;1;2;48.432910155;4
7926011;1;1;1;234.0253932;5
7926011;1;1;1;234.0253932;5
7926012;1;1;1;145.89686642;3
7926012;2;1;2;145.89686642;4
7926012;1;1;1;145.89686642;3
7926012;2;1;2;145.89686642;4
7926016;1;1;1;35.253899491;3
7926016;1;1;1;35.253899491;3
7926032;1;1;1;129.62894781;4
7926032;1;1;1;129.62894781;4
7926044;1;1;1;64.875394927;2
7926044;1;1;1;64.875394927;2
7926045;1;1;1;86.628197183;4
7926055;1;1;1;158.76617523;4
7926055;1;1;1;158.76617523;4
7926062;1;1;1;70.766812297;3
7926062;2;1;2;70.766812297;4
7926062;1;1;1;70.766812297;3
7926062;2;1;2;70.766812297;4
7926066;1;1;1;23.231184763;2
7926066;1;1;1;23.231184763;2
7926068;1;1;1;104.33270156;2
7926068;1;1;1;104.33270156;2
7926091;1;1;1;111.53675626;2
7926091;2;1;2;111.53675626;3
7926091;1;1;1;111.53675626;2
7926091;2;1;2;111.53675626;3
7926092;1;1;1;61.144262054;4
7926092;2;1;2;61.144262054;5
7926092;1;1;1;61.144262054;4
7926092;2;1;2;61.144262054;5
7926093;1;1;1;82.843195548;3
7926093;2;1;2;82.843195548;4
7926093;1;1;1;82.843195548;3
7926093;2;1;2;82.843195548;4
7926097;1;1;1;122.89137326;3
7926097;2;1;2;122.89137326;4
7926097;1;1;1;122.89137326;3
7926097;2;1;2;122.89137326;4
7926098;1;1;1;180.59936201;3
7926098;2;1;2;180.59936201;4
7926098;1;1;1;180.59936201;3
7926098;2;1;2;180.59936201;4
7926103;1;1;1;158.88719339;4
7926103;2;1;2;158.88719339;5
7926103;1;1;1;158.88719339;4
7926103;2;1;2;158.88719339;5
7926118;1;1;1;117.83242509;3
7926118;1;1;1;117.83242509;3
7926148;1;1;1;73.891337333;2
7926148;1;1;1;73.891337333;2
7926166;1;1;1;72.30095803;3
7926166;1;1;1;72.30095803;3
7926170;1;1;1;82.148732709;3
7926170;1;1;1;82.148732709;3
7926181;1;1;1;138.31622643;4
7926181;1;1;1;138.31622643;4
7926193;1;1;1;179.36017606;3
7926193;1;1;1;179.36017606;3
7926202;1;1;1;51.231527641;3
7926202;1;1;1;51.231527641;3
7926213;1;1;1;212.68855445;3
7926224;1;1;1;93.704338127;5
7926224;2;1;2;93.704338127;6
7926224;1;1;1;93.704338127;5
7926224;2;1;2;93.704338127;6
7926233;1;1;1;51.231527641;2
7926233;1;1;1;51.231527641;2
7926234;1;1;1;34.432102416;3
7926234;2;1;2;34.432102416;4
7926234;1;1;1;34.432102416;3
7926234;2;1;2;34.432102416;4
7926238;1;1;1;132.35973162;3
7926238;2;1;2;132.35973162;4
7926238;1;1;1;132.35973162;3
7926238;2;1;2;132.35973162;4
7926240;1;1;1;90.174310288;3
7926240;2;1;2;90.174310288;4
7926240;3;1;3;90.174310288;5
7926240;1;1;1;90.174310288;3
7926240;2;1;2;90.174310288;4
7926240;3;1;3;90.174310288;5
7926243;1;1;1;159.65150108;5
7926243;1;1;1;159.65150108;5
7926246;1;1;1;51.231527641;3
7926269;1;1;1;135.46212088;2
7926269;1;1;1;135.46212088;2
7926276;1;1;1;50.812432564;3
7926276;2;1;2;50.812432564;4
7926276;3;1;3;50.812432564;5
7926276;1;1;1;50.812432564;3
7926276;2;1;2;50.812432564;4
7926276;3;1;3;50.812432564;5
7926300;1;1;1;34.291685959;3
7926300;2;1;2;34.291685959;4
7926300;1;1;1;34.291685959;3
7926300;2;1;2;34.291685959;4
7926304;1;1;1;75.566977534;5
7926304;2;1;2;75.566977534;6
7926304;3;1;3;75.566977534;7
7926304;4;1;4;75.566977534;8
7926304;5;1;5;75.566977534;10
7926304;6;1;6;75.566977534;11
7926309;1;1;1;51.40647002;5
7926309;2;1;2;51.40647002;6
7926309;1;1;1;51.40647002;5
7926309;2;1;2;51.40647002;6
7926311;1;1;1;349.02721417;2
7926311;1;1;1;349.02721417;2
7926328;1;1;1;11.979806092;4
7926328;2;1;2;11.979806092;5
7926328;1;1;1;11.979806092;4
7926328;2;1;2;11.979806092;5
7926355;1;1;1;140.18413368;3
7926355;1;1;1;140.18413368;3
7926380;1;1;1;217.89529331;3
7926380;2;1;2;217.89529331;4
7926380;3;1;3;217.89529331;5
7926380;1;1;1;217.89529331;3
7926380;2;1;2;217.89529331;4
7926380;3;1;3;217.89529331;5
7926401;1;1;1;190.52373642;3
7926401;2;1;2;190.52373642;4
7926401;1;1;1;190.52373642;3
7926401;2;1;2;190.52373642;4
7926412;1;1;1;162.20890998;3
7926412;1;1;1;162.20890998;3
7926418;1;1;1;133.84459288;2
7926418;2;1;2;133.84459288;3
7926418;3;1;3;133.84459288;4
7926418;1;1;1;133.84459288;2
7926418;2;1;2;133.84459288;3
7926418;3;1;3;133.84459288;4
7926460;1;1;1;259.51950722;3
7926460;2;1;2;259.51950722;4
7926460;1;1;1;259.51950722;3
7926460;2;1;2;259.51950722;4
7926480;1;1;1;85.582098975;3
7926480;2;1;2;85.582098975;4
7926480;1;1;1;85.582098975;3
7926480;2;1;2;85.582098975;4
7926485;1;1;1;75.719077648;2
7926485;1;1;1;75.719077648;2
7926488;1;1;1;179.99090229;4
7926488;1;1;1;179.99090229;4
7926502;1;1;1;77.940497826;2
7926502;2;1;2;77.940497826;3
7926502;1;1;1;77.940497826;2
7926502;2;1;2;77.940497826;3
7926506;1;1;1;95.799981211;3
7926506;1;1;1;95.799981211;3
7926530;1;1;1;91.23334441;6
7926530;1;1;1;91.23334441;6
7926538;1;1;1;145.78390659;4
7926538;1;1;1;145.78390659;4
7926560;1;1;1;82.086416392;4
7926560;1;1;1;82.086416392;4
7926565;1;1;1;145.64447764;6
7926565;1;1;1;145.64447764;6
7926575;1;1;1;88.104210623;3
7926575;1;1;1;88.104210623;3
7926582;1;1;1;91.56330251;3
7926582;2;1;2;91.56330251;4
7926582;1;1;1;91.56330251;3
7926582;2;1;2;91.56330251;4
7926594;1;1;1;326.86197349;3
7926594;1;1;1;326.86197349;3
7926607;1;1;1;182.40157715;4
7926607;1;1;1;182.40157715;4
7926629;1;1;1;236.92273677;3
7926629;1;1;1;236.92273677;3
7926632;1;1;1;116.42206549;3
7926632;1;1;1;116.42206549;3
7926642;1;1;1;176.78709785;1
7926642;1;1;1;176.78709785;1
7926660;1;1;1;1088.1679201;3
7926660;2;1;2;1088.1679201;4
7926660;1;1;1;1088.1679201;3
7926660;2;1;2;1088.1679201;4
7926681;1;1;1;288.1199138;1
7926681;1;1;1;288.1199138;1
7926712;1;1;1;144.38010123;3
7926712;1;1;1;144.38010123;3
7926713;1;1;1;224.81263365;5
7926713;2;1;2;224.81263365;6
7926713;1;1;1;224.81263365;5
7926713;2;1;2;224.81263365;6
7926714;1;1;1;17.849109171;2
7926714;1;1;1;17.849109171;2
7926716;1;1;1;100.50429543;3
7926716;1;1;1;100.50429543;3
7926726;1;1;1;8.0149335383;1
7926726;1;1;1;8.0149335383;1
7926731;1;1;1;16.698004874;2
7926731;1;1;1;16.698004874;2
7926744;1;1;1;208.95499344;3
7926744;2;1;2;208.95499344;4
7926744;3;1;3;208.95499344;5
7926744;1;1;1;208.95499344;3
7926744;2;1;2;208.95499344;4
7926744;3;1;3;208.95499344;5
7926749;1;1;1;63.085263729;1
7926749;1;1;1;63.085263729;1
7926750;1;1;1;288.96517394;2
7926750;2;1;2;288.96517394;3
7926750;3;1;3;288.96517394;4
7926750;4;1;4;288.96517394;5
7926750;5;1;5;288.96517394;6
7926750;1;1;1;288.96517394;2
7926750;2;1;2;288.96517394;3
7926750;3;1;3;288.96517394;4
7926750;4;1;4;288.96517394;5
7926750;5;1;5;288.96517394;6
7926765;1;1;1;169.25781268;3
7926765;2;1;2;169.25781268;4
7926765;1;1;1;169.25781268;3
7926765;2;1;2;169.25781268;4
7926782;1;1;1;166.88674134;5
7926782;2;1;2;166.88674134;6
7926782;3;1;3;166.88674134;7
7926782;4;1;4;166.88674134;8
7926782;1;1;1;166.88674134;5
7926782;2;1;2;166.88674134;6
7926782;3;1;3;166.88674134;7
7926782;4;1;4;166.88674134;8
7926792;1;1;1;142.24797068;1
7926792;1;1;1;142.24797068;1
7926803;1;1;1;20.183718195;3
7926803;1;1;1;20.183718195;3
7926816;1;1;1;54.550614633;1
7926817;1;1;1;169.25781268;3
7926817;2;1;2;169.25781268;4
7926817;1;1;1;169.25781268;3
7926817;2;1;2;169.25781268;4
7926827;1;1;1;84.376495981;3
7926827;1;1;1;84.376495981;3
7926851;1;1;1;239.76897164;3
7926854;1;1;1;5.8742192086;1
7926854;1;1;1;5.8742192086;1
7926863;1;1;1;3.9273174338;2
7926863;1;1;1;3.9273174338;2
7926869;1;1;1;8.4186759731;1
7926869;1;1;1;8.4186759731;1
7926870;1;1;1;21.349382177;3
7926870;1;1;1;21.349382177;3
7926873;1;1;1;137.20288424;3
7926873;2;1;2;137.20288424;4
7926873;1;1;1;137.20288424;3
7926873;2;1;2;137.20288424;4
7926887;1;1;1;279.47366786;4
7926887;2;1;2;279.47366786;5
7926887;1;1;1;279.47366786;4
7926887;2;1;2;279.47366786;5
7926895;1;1;1;80.183093917;3
7926895;1;1;1;80.183093917;3
7926918;1;1;1;202.85917774;4
7926918;1;1;1;202.85917774;4
7926951;1;1;1;86.130449598;2
7926951;2;1;2;86.130449598;3
7926951;1;1;1;86.130449598;2
7926951;2;1;2;86.130449598;3
7926963;1;1;1;85.565694373;2
7926963;1;1;1;85.565694373;2
7926978;1;1;1;39.362282019;2
7926978;2;1;2;39.362282019;3
7926978;1;1;1;39.362282019;2
7926978;2;1;2;39.362282019;3
7926990;1;1;1;82.131659024;3
7926990;2;1;2;82.131659024;4
7926990;1;1;1;82.131659024;3
7926990;2;1;2;82.131659024;4
7926994;1;1;1;187.17183447;3
7926994;2;1;2;187.17183447;2
7926994;1;1;1;187.17183447;3
7926994;2;1;2;187.17183447;2
7926995;1;1;1;239.23209298;1
7926995;1;1;1;239.23209298;1
7926996;1;1;1;218.27936537;2
7926996;2;1;2;218.27936537;3
7926996;1;1;1;218.27936537;2
7926996;2;1;2;218.27936537;3
7927008;1;1;1;67.417395964;3
7927008;1;1;1;67.417395964;3
7927014;1;1;1;67.125083511;3
7927031;1;1;1;272.72901737;3
7927031;2;1;2;272.72901737;4
7927031;3;1;3;272.72901737;7
7927031;1;1;1;272.72901737;3
7927031;2;1;2;272.72901737;4
7927031;3;1;3;272.72901737;7
7927032;1;1;1;248.59465041;1
7927032;1;1;1;248.59465041;1
7927061;1;1;1;144.59461635;3
7927061;2;1;2;144.59461635;4
7927061;1;1;1;144.59461635;3
7927061;2;1;2;144.59461635;4
7927062;1;1;1;71.775740477;3
7927062;1;1;1;71.775740477;3
7927091;1;1;1;340.06215766;2
7927091;2;1;2;340.06215766;3
7927091;1;1;1;340.06215766;2
7927091;2;1;2;340.06215766;3
7927096;1;1;1;11.706153734;2
7927096;2;1;2;11.706153734;3
7927096;1;1;1;11.706153734;2
7927096;2;1;2;11.706153734;3
7927120;1;1;1;65.164490683;4
7927120;1;1;1;65.164490683;4
7927126;1;1;1;101.12011408;5
7927126;1;1;1;101.12011408;5
7927152;1;1;1;66.548608297;2
7927152;1;1;1;66.548608297;2
7927162;1;1;1;16.659805077;3
7927162;1;1;1;16.659805077;3
7927163;1;1;1;37.692943059;3
7927163;1;1;1;37.692943059;3
7927166;1;1;1;60.891606192;2
7927166;2;1;2;60.891606192;3
7927166;3;1;3;60.891606192;4
7927166;4;1;4;60.891606192;5
7927166;1;1;1;60.891606192;2
7927166;2;1;2;60.891606192;3
7927166;3;1;3;60.891606192;4
7927166;4;1;4;60.891606192;5
7927173;1;1;1;45.966460011;4
7927173;2;1;2;45.966460011;5
7927173;1;1;1;45.966460011;4
7927173;2;1;2;45.966460011;5
7927180;1;1;1;5.7767826141;2
7927180;1;1;1;5.7767826141;2
7927188;1;1;1;169.25781268;4
7927188;2;1;2;169.25781268;5
7927188;1;1;1;169.25781268;4
7927188;2;1;2;169.25781268;5
7927193;1;1;1;46.724933043;3
7927194;1;1;1;88.201714717;3
7927194;2;1;2;88.201714717;5
7927194;1;1;1;88.201714717;3
7927194;2;1;2;88.201714717;5
7927202;1;1;1;151.98924009;2
7927202;1;1;1;151.98924009;2
7927218;1;1;1;14.237647301;3
7927218;1;1;1;14.237647301;3
7927246;1;1;1;68.923972905;3
7927246;1;1;1;68.923972905;3
7927260;1;1;1;149.98773295;2
7927260;1;1;1;149.98773295;2
7927269;1;1;1;199.05757626;3
7927269;2;1;2;199.05757626;4
7927269;1;1;1;199.05757626;3
7927269;2;1;2;199.05757626;4
7927305;1;1;1;77.685708315;4
7927305;1;1;1;77.685708315;4
7927312;1;1;1;30.521765449;1
7927312;2;1;2;30.521765449;2
7927312;1;1;1;30.521765449;1
7927312;2;1;2;30.521765449;2
7927328;1;1;1;120.58502444;4
7927328;1;1;1;120.58502444;4
7927352;1;1;1;321.07542952;3
7927352;1;1;1;321.07542952;3
7927356;1;1;1;351.41518528;3
7927356;2;1;2;351.41518528;4
7927356;1;1;1;351.41518528;3
7927356;2;1;2;351.41518528;4
7927362;1;1;1;89.72969742;3
7927362;1;1;1;89.72969742;3
7927363;1;1;1;187.03011984;4
7927363;1;1;1;187.03011984;4
7927368;1;1;1;98.021194152;3
7927368;1;1;1;98.021194152;3
7927404;1;1;1;101.06480412;2
7927404;2;1;2;101.06480412;3
7927404;1;1;1;101.06480412;2
7927404;2;1;2;101.06480412;3
7927422;1;1;1;265.63481445;3
7927422;2;1;2;265.63481445;4
7927422;1;1;1;265.63481445;3
7927422;2;1;2;265.63481445;4
7927424;1;1;1;245.52836038;3
7927424;2;1;2;245.52836038;4
7927424;1;1;1;245.52836038;3
7927424;2;1;2;245.52836038;4
7927432;1;1;1;445.89674135;3
7927432;1;1;1;445.89674135;3
7927456;1;1;1;1423.26084;2
7927456;1;1;1;1423.26084;2
7927466;1;1;1;7.5999063692;2
7927466;1;1;1;7.5999063692;2
7927475;1;1;1;73.458247601;4
